dataset_source,llm,code,label
self_constructed,Human,"def mean(data):
    return sum(data) / len(data)

def variance(data):
    m = mean(data)
    return sum((x - m) ** 2 for x in data) / len(data)

def std_dev(data):
    return variance(data) ** 0.5",0
self_constructed,Human,"def median(nums):
    sorted_nums = sorted(nums)
    n = len(sorted_nums)
    mid = n // 2
    if n % 2 == 0:
        return (sorted_nums[mid - 1] + sorted_nums[mid]) / 2
    return sorted_nums[mid]

def mode(nums):
    freq = {}
    for n in nums:
        freq[n] = freq.get(n, 0) + 1
    return max(freq, key=freq.get)",0
self_constructed,Human,"class Stack:
    def __init__(self):
        self.items = []

    def push(self, item):
        self.items.append(item)

    def pop(self):
        if not self.is_empty():
            return self.items.pop()

    def peek(self):
        if not self.is_empty():
            return self.items[-1]

    def is_empty(self):
        return len(self.items) == 0

    def size(self):
        return len(self.items)",0
self_constructed,Human,"class Stack:
    def __init__(self):
        self._data = []

    def __len__(self):
        return len(self._data)

    def is_empty(self):
        return not self._data

    def push(self, e):
        self._data.append(e)

    def top(self):
        if self.is_empty():
            raise Exception('Stack is empty')
        return self._data[-1]

    def pop(self):
        if self.is_empty():
            raise Exception('Stack is empty')
        return self._data.pop()",0
self_constructed,Human,"from collections import deque

class Queue:
    def __init__(self):
        self.items = deque()

    def enqueue(self, item):
        self.items.append(item)

    def dequeue(self):
        if not self.is_empty():
            return self.items.popleft()

    def is_empty(self):
        return len(self.items) == 0

    def size(self):
        return len(self.items)",0
self_constructed,Human,"class Queue:
    def __init__(self):
        self.queue = []

    def enqueue(self, data):
        self.queue.append(data)

    def dequeue(self):
        if len(self.queue) == 0:
            return None
        return self.queue.pop(0)

    def peek(self):
        return self.queue[0] if self.queue else None

    def is_empty(self):
        return len(self.queue) == 0",0
self_constructed,Human,"class Node:
    def __init__(self, data):
        self.data = data
        self.next = None

class LinkedList:
    def __init__(self):
        self.head = None

    def append(self, data):
        new_node = Node(data)
        if not self.head:
            self.head = new_node
            return
        curr = self.head
        while curr.next:
            curr = curr.next
        curr.next = new_node

    def delete(self, data):
        if not self.head:
            return
        if self.head.data == data:
            self.head = self.head.next
            return
        curr = self.head
        while curr.next:
            if curr.next.data == data:
                curr.next = curr.next.next
                return
            curr = curr.next

    def display(self):
        elems = []
        curr = self.head
        while curr:
            elems.append(curr.data)
            curr = curr.next
        return elems",0
self_constructed,Human,"class Node:
    def __init__(self, val=0, next=None):
        self.val = val
        self.next = next

class SinglyLinkedList:
    def __init__(self):
        self.head = None

    def push_front(self, val):
        self.head = Node(val, self.head)

    def push_back(self, val):
        if not self.head:
            self.head = Node(val)
            return
        cur = self.head
        while cur.next:
            cur = cur.next
        cur.next = Node(val)

    def to_list(self):
        out, cur = [], self.head
        while cur:
            out.append(cur.val)
            cur = cur.next
        return out",0
self_constructed,Human,"class CircularQueue:
    def __init__(self, size):
        self.size = size
        self.queue = [None] * size
        self.head = -1
        self.tail = -1

    def enqueue(self, data):
        if (self.tail + 1) % self.size == self.head:
            return  # full
        if self.head == -1:
            self.head = 0
        self.tail = (self.tail + 1) % self.size
        self.queue[self.tail] = data

    def dequeue(self):
        if self.head == -1:
            return None
        data = self.queue[self.head]
        if self.head == self.tail:
            self.head = self.tail = -1
        else:
            self.head = (self.head + 1) % self.size
        return data

    def is_empty(self):
        return self.head == -1",0
self_constructed,Human,"class MyCircularQueue:
    def __init__(self, k):
        self.k = k
        self.q = [0] * k
        self.head = 0
        self.count = 0

    def enQueue(self, value):
        if self.isFull():
            return False
        self.q[(self.head + self.count) % self.k] = value
        self.count += 1
        return True

    def deQueue(self):
        if self.isEmpty():
            return False
        self.head = (self.head + 1) % self.k
        self.count -= 1
        return True

    def Front(self):
        return -1 if self.isEmpty() else self.q[self.head]

    def Rear(self):
        return -1 if self.isEmpty() else self.q[(self.head + self.count - 1) % self.k]

    def isEmpty(self):
        return self.count == 0

    def isFull(self):
        return self.count == self.k",0
self_constructed,Human,"class Deque:
    def __init__(self):
        self.items = []

    def add_front(self, item):
        self.items.insert(0, item)

    def add_rear(self, item):
        self.items.append(item)

    def remove_front(self):
        return self.items.pop(0) if self.items else None

    def remove_rear(self):
        return self.items.pop() if self.items else None

    def is_empty(self):
        return len(self.items) == 0

    def size(self):
        return len(self.items)",0
self_constructed,GPT-4o,"def binary_search(arr: list, target: int) -> int:
    """"""
    Perform binary search on a sorted array.
    Returns the index of the target if found, otherwise -1.
    """"""
    left, right = 0, len(arr) - 1

    while left <= right:
        mid = (left + right) // 2  # Calculate the middle index

        if arr[mid] == target:
            return mid  # Target found
        elif arr[mid] < target:
            left = mid + 1  # Search in the right half
        else:
            right = mid - 1  # Search in the left half

    return -1  # Target not found

# Example usage
if __name__ == ""__main__"":
    sorted_array = [1, 3, 5, 7, 9, 11, 13, 15]
    target = 7
    result = binary_search(sorted_array, target)
    print(f""Index of {target}: {result}"")  # Output: Index of 7: 3",1
self_constructed,GPT-4o,"def linear_search(arr: list, target) -> int:
    """"""
    Perform linear search on a list.
    Returns the index of the target if found, otherwise -1.
    """"""
    for index, element in enumerate(arr):
        if element == target:
            return index  # Target found at this index
    return -1  # Target not found

# Example usage
if __name__ == ""__main__"":
    my_list = [4, 2, 7, 1, 9, 3]
    target = 9
    result = linear_search(my_list, target)
    print(f""Index of {target}: {result}"")  # Output: Index of 9: 4",1
self_constructed,GPT-4o,"import math

def jump_search(arr: list, target: int) -> int:
    """"""
    Perform jump search on a sorted array.
    Returns the index of the target if found, otherwise -1.
    """"""
    n = len(arr)
    step = int(math.sqrt(n))  # Optimal block size to jump
    prev = 0

    # Jump through blocks to find the block where target may be present
    while arr[min(step, n) - 1] < target:
        prev = step
        step += int(math.sqrt(n))
        if prev >= n:
            return -1

    # Linear search within the identified block
    while arr[prev] < target:
        prev += 1
        if prev == min(step, n):
            return -1

    if arr[prev] == target:
        return prev
    return -1

# Example usage
if __name__ == ""__main__"":
    sorted_array = [0, 1, 1, 2, 3, 5, 8, 13, 21, 34, 55, 89, 144]
    target = 55
    result = jump_search(sorted_array, target)
    print(f""Index of {target}: {result}"")  # Output: Index of 55: 10",1
self_constructed,GPT-4o,"def fibonacci(n: int) -> list:
    """"""
    Generate Fibonacci sequence up to n terms.
    Returns a list containing the first n Fibonacci numbers.
    """"""
    if n <= 0:
        return []
    elif n == 1:
        return [0]

    fib_sequence = [0, 1]
    for i in range(2, n):
        # Each term is the sum of the two preceding terms
        next_term = fib_sequence[i - 1] + fib_sequence[i - 2]
        fib_sequence.append(next_term)

    return fib_sequence

# Example usage
if __name__ == ""__main__"":
    terms = 10
    result = fibonacci(terms)
    print(f""First {terms} Fibonacci numbers: {result}"")",1
self_constructed,GPT-4o,"def factorial(n: int) -> int:
    """"""
    Calculate the factorial of a non-negative integer n.
    Uses an iterative approach for efficiency.
    """"""
    if n < 0:
        raise ValueError(""Factorial is not defined for negative numbers."")

    result = 1
    for i in range(2, n + 1):
        result *= i  # Multiply result by each integer up to n

    return result

# Example usage
if __name__ == ""__main__"":
    number = 6
    print(f""{number}! = {factorial(number)}"")  # Output: 6! = 720",1
self_constructed,GPT-4o,"def is_prime(n: int) -> bool:
    """"""
    Check if a number is prime.
    A prime number is greater than 1 and has no divisors other than 1 and itself.
    """"""
    if n <= 1:
        return False
    if n <= 3:
        return True
    if n % 2 == 0 or n % 3 == 0:
        return False

    # Check for divisors up to the square root of n
    i = 5
    while i * i <= n:
        if n % i == 0 or n % (i + 2) == 0:
            return False
        i += 6

    return True

# Example usage
if __name__ == ""__main__"":
    for num in range(1, 20):
        if is_prime(num):
            print(f""{num} is prime"")",1
self_constructed,GPT-4o,"def gcd(a: int, b: int) -> int:
    """"""
    Calculate the Greatest Common Divisor (GCD) of two integers
    using the Euclidean algorithm.
    """"""
    while b != 0:
        a, b = b, a % b  # Replace a with b and b with a mod b
    return abs(a)

# Example usage
if __name__ == ""__main__"":
    num1, num2 = 48, 18
    print(f""GCD of {num1} and {num2}: {gcd(num1, num2)}"")  # Output: 6",1
self_constructed,GPT-4o,"def gcd(a: int, b: int) -> int:
    """"""Calculate the Greatest Common Divisor using the Euclidean algorithm.""""""
    while b:
        a, b = b, a % b
    return abs(a)

def lcm(a: int, b: int) -> int:
    """"""
    Calculate the Least Common Multiple (LCM) of two integers.
    Uses the relationship: LCM(a, b) = |a * b| / GCD(a, b)
    """"""
    if a == 0 or b == 0:
        return 0
    return abs(a * b) // gcd(a, b)

# Example usage
if __name__ == ""__main__"":
    num1, num2 = 12, 18
    print(f""LCM of {num1} and {num2}: {lcm(num1, num2)}"")  # Output: 36",1
self_constructed,GPT-4o,"def is_palindrome(s: str) -> bool:
    """"""
    Check if a string is a palindrome.
    Ignores spaces and is case-insensitive.
    """"""
    # Remove spaces and convert to lowercase
    cleaned = s.replace(' ', '').lower()

    # Compare the string with its reverse
    return cleaned == cleaned[::-1]

# Example usage
if __name__ == ""__main__"":
    test_cases = [""racecar"", ""hello"", ""A man a plan a canal Panama"", ""level""]
    for word in test_cases:
        result = is_palindrome(word)
        print(f""'{word}' is {'a' if result else 'not a'} palindrome"")",1
self_constructed,GPT-4o,"def are_anagrams(str1: str, str2: str) -> bool:
    """"""
    Check if two strings are anagrams of each other.
    Two strings are anagrams if they contain the same characters
    with the same frequencies, ignoring spaces and case.
    """"""
    # Normalize: remove spaces and convert to lowercase
    normalized1 = str1.replace(' ', '').lower()
    normalized2 = str2.replace(' ', '').lower()

    # Anagrams must have the same length
    if len(normalized1) != len(normalized2):
        return False

    # Compare sorted characters
    return sorted(normalized1) == sorted(normalized2)

# Example usage
if __name__ == ""__main__"":
    pairs = [(""listen"", ""silent""), (""hello"", ""world""), (""Triangle"", ""Integral"")]
    for s1, s2 in pairs:
        print(f""'{s1}' and '{s2}': {are_anagrams(s1, s2)}"")",1
self_constructed,GPT-4o,"def count_vowels(text: str) -> int:
    """"""
    Count the number of vowels in a given string.
    Vowels are: a, e, i, o, u (both uppercase and lowercase).
    """"""
    vowels = set('aeiouAEIOU')  # Define the set of vowels
    count = sum(1 for char in text if char in vowels)
    return count

# Example usage
if __name__ == ""__main__"":
    test_string = ""Hello, World! This is a Python program.""
    result = count_vowels(test_string)
    print(f""Number of vowels in '{test_string}': {result}"")",1
self_constructed,GPT-4o,"def reverse_string(s: str) -> str:
    """"""
    Reverse a given string.
    Uses Python's slice notation for an efficient reversal.
    """"""
    return s[::-1]

def reverse_string_manual(s: str) -> str:
    """"""
    Reverse a string using a manual approach with a loop.
    """"""
    reversed_chars = []
    for char in s:
        reversed_chars.insert(0, char)  # Insert at beginning
    return ''.join(reversed_chars)

# Example usage
if __name__ == ""__main__"":
    original = ""Hello, Python!""
    print(f""Original: {original}"")
    print(f""Reversed (slice): {reverse_string(original)}"")
    print(f""Reversed (manual): {reverse_string_manual(original)}"")",1
self_constructed,GPT-4o,"def caesar_cipher(text: str, shift: int) -> str:
    """"""
    Encrypt text using Caesar Cipher.
    Shifts each alphabetical character by the given number of positions.
    Non-alphabetical characters remain unchanged.
    """"""
    result = []

    for char in text:
        if char.isalpha():
            # Determine the base ASCII value (uppercase or lowercase)
            base = ord('A') if char.isupper() else ord('a')
            # Shift the character and wrap around using modulo 26
            shifted_char = chr((ord(char) - base + shift) % 26 + base)
            result.append(shifted_char)
        else:
            result.append(char)  # Keep non-alphabetical characters as-is

    return ''.join(result)

def caesar_decipher(text: str, shift: int) -> str:
    """"""Decrypt text encrypted with Caesar Cipher.""""""
    return caesar_cipher(text, -shift)

# Example usage
if __name__ == ""__main__"":
    message = ""Hello, World!""
    shift = 3
    encrypted = caesar_cipher(message, shift)
    decrypted = caesar_decipher(encrypted, shift)
    print(f""Original:  {message}"")
    print(f""Encrypted: {encrypted}"")
    print(f""Decrypted: {decrypted}"")",1
self_constructed,GPT-4o,"from collections import defaultdict

def frequency_counter(data: list) -> dict:
    """"""
    Count the frequency of each element in the given list.
    Returns a dictionary mapping each element to its count.
    """"""
    freq = defaultdict(int)

    for item in data:
        freq[item] += 1  # Increment the count for each element

    return dict(freq)

# Example usage
if __name__ == ""__main__"":
    items = ['apple', 'banana', 'apple', 'cherry', 'banana', 'apple']
    result = frequency_counter(items)
    print(""Frequency of each element:"")
    for element, count in sorted(result.items()):
        print(f""  {element}: {count}"")",1
self_constructed,GPT-4o,"def two_sum(nums: list, target: int) -> list:
    """"""
    Find two numbers in the list that add up to the target.
    Returns the indices of the two numbers.
    Uses a hash map for O(n) time complexity.
    """"""
    seen = {}  # Maps value to its index

    for index, num in enumerate(nums):
        complement = target - num  # The value we need to find

        if complement in seen:
            return [seen[complement], index]  # Return both indices

        seen[num] = index  # Store the current value and its index

    return []  # No solution found

# Example usage
if __name__ == ""__main__"":
    numbers = [2, 7, 11, 15]
    target_sum = 9
    result = two_sum(numbers, target_sum)
    print(f""Indices: {result}"")  # Output: [0, 1]",1
self_constructed,GPT-4o,"def merge_sorted_lists(list1: list, list2: list) -> list:
    """"""
    Merge two sorted lists into a single sorted list.
    Uses two-pointer technique for O(n + m) time complexity.
    """"""
    merged = []
    i, j = 0, 0  # Pointers for list1 and list2

    while i < len(list1) and j < len(list2):
        if list1[i] <= list2[j]:
            merged.append(list1[i])
            i += 1
        else:
            merged.append(list2[j])
            j += 1

    # Append remaining elements
    merged.extend(list1[i:])
    merged.extend(list2[j:])

    return merged

# Example usage
if __name__ == ""__main__"":
    l1 = [1, 3, 5, 7]
    l2 = [2, 4, 6, 8]
    result = merge_sorted_lists(l1, l2)
    print(f""Merged list: {result}"")  # Output: [1, 2, 3, 4, 5, 6, 7, 8]",1
self_constructed,GPT-4o,"def remove_duplicates(lst: list) -> list:
    """"""
    Remove duplicate elements from a list while preserving order.
    Returns a new list with only unique elements in their original order.
    """"""
    seen = set()      # Track elements we've already encountered
    unique_list = []  # Result list with no duplicates

    for item in lst:
        if item not in seen:
            unique_list.append(item)  # Add to result if not seen before
            seen.add(item)            # Mark as seen

    return unique_list

# Example usage
if __name__ == ""__main__"":
    sample_list = [1, 2, 3, 2, 4, 3, 5, 1, 6]
    result = remove_duplicates(sample_list)
    print(f""Original: {sample_list}"")
    print(f""No duplicates: {result}"")  # Output: [1, 2, 3, 4, 5, 6]",1
self_constructed,Gemini,"def add_matrices(matrix_a: list, matrix_b: list) -> list:
    """"""
    Adds two matrices of the same dimensions.

    Args:
        matrix_a: The first matrix (list of lists).
        matrix_b: The second matrix (list of lists).

    Returns:
        A new matrix representing the sum of matrix_a and matrix_b.
    """"""
    # Validate that both matrices have the same dimensions
    rows = len(matrix_a)
    cols = len(matrix_a[0])

    # Initialize result matrix with zeros
    result = [[0 for _ in range(cols)] for _ in range(rows)]

    for i in range(rows):
        for j in range(cols):
            # Add corresponding elements
            result[i][j] = matrix_a[i][j] + matrix_b[i][j]

    return result

# Example usage
if __name__ == ""__main__"":
    A = [[1, 2, 3], [4, 5, 6]]
    B = [[7, 8, 9], [10, 11, 12]]
    C = add_matrices(A, B)
    for row in C:
        print(row)",1
self_constructed,Gemini,"def multiply_matrices(matrix_a: list, matrix_b: list) -> list:
    """"""
    Multiplies two matrices.

    Args:
        matrix_a: First matrix of size m x n.
        matrix_b: Second matrix of size n x p.

    Returns:
        Resulting matrix of size m x p.
    """"""
    rows_a = len(matrix_a)
    cols_a = len(matrix_a[0])
    cols_b = len(matrix_b[0])

    # Initialize result matrix with zeros
    result = [[0] * cols_b for _ in range(rows_a)]

    for i in range(rows_a):
        for j in range(cols_b):
            for k in range(cols_a):
                # Accumulate dot product for each cell
                result[i][j] += matrix_a[i][k] * matrix_b[k][j]

    return result

# Example usage
if __name__ == ""__main__"":
    A = [[1, 2], [3, 4]]
    B = [[5, 6], [7, 8]]
    C = multiply_matrices(A, B)
    print(""Result:"")
    for row in C:
        print(row)",1
self_constructed,Gemini,"def calculate_statistics(data: list) -> dict:
    """"""
    Calculates basic statistics for a list of numbers.

    Args:
        data: A list of numerical values.

    Returns:
        A dictionary containing mean, median, mode, variance, and std_dev.
    """"""
    n = len(data)
    if n == 0:
        return {}

    # Calculate mean
    mean = sum(data) / n

    # Calculate median
    sorted_data = sorted(data)
    mid = n // 2
    if n % 2 == 0:
        median = (sorted_data[mid - 1] + sorted_data[mid]) / 2
    else:
        median = sorted_data[mid]

    # Calculate mode
    freq = {}
    for x in data:
        freq[x] = freq.get(x, 0) + 1
    mode = max(freq, key=freq.get)

    # Calculate variance
    variance = sum((x - mean) ** 2 for x in data) / n

    # Calculate standard deviation
    std_dev = variance ** 0.5

    return {
        ""mean"": mean,
        ""median"": median,
        ""mode"": mode,
        ""variance"": variance,
        ""std_dev"": std_dev
    }

# Example usage
if __name__ == ""__main__"":
    dataset = [2, 4, 4, 4, 5, 5, 7, 9]
    stats = calculate_statistics(dataset)
    for key, value in stats.items():
        print(f""{key}: {value:.2f}"")",1
self_constructed,Gemini,"class Stack:
    """"""
    A Stack data structure following LIFO (Last In, First Out) principle.
    """"""

    def __init__(self):
        # Internal list to store stack elements
        self._items = []

    def push(self, item) -> None:
        """"""Adds an item to the top of the stack.""""""
        self._items.append(item)

    def pop(self):
        """"""Removes and returns the top item from the stack.""""""
        if self.is_empty():
            raise IndexError(""pop from an empty stack"")
        return self._items.pop()

    def peek(self):
        """"""Returns the top item without removing it.""""""
        if self.is_empty():
            raise IndexError(""peek from an empty stack"")
        return self._items[-1]

    def is_empty(self) -> bool:
        """"""Returns True if the stack is empty.""""""
        return len(self._items) == 0

    def size(self) -> int:
        """"""Returns the number of items in the stack.""""""
        return len(self._items)

    def __repr__(self) -> str:
        return f""Stack({self._items})""

# Example usage
if __name__ == ""__main__"":
    s = Stack()
    s.push(10)
    s.push(20)
    s.push(30)
    print(s)           # Stack([10, 20, 30])
    print(s.pop())     # 30
    print(s.peek())    # 20",1
self_constructed,Gemini,"from collections import deque

class Queue:
    """"""
    A Queue data structure following FIFO (First In, First Out) principle.
    Uses collections.deque for efficient O(1) enqueue and dequeue operations.
    """"""

    def __init__(self):
        # Use deque for efficient front-removal
        self._data = deque()

    def enqueue(self, item) -> None:
        """"""Adds an item to the rear of the queue.""""""
        self._data.append(item)

    def dequeue(self):
        """"""Removes and returns the item from the front of the queue.""""""
        if self.is_empty():
            raise IndexError(""dequeue from an empty queue"")
        return self._data.popleft()

    def front(self):
        """"""Returns the front item without removing it.""""""
        if self.is_empty():
            raise IndexError(""front from an empty queue"")
        return self._data[0]

    def is_empty(self) -> bool:
        """"""Returns True if the queue is empty.""""""
        return len(self._data) == 0

    def size(self) -> int:
        """"""Returns the number of elements in the queue.""""""
        return len(self._data)

# Example usage
if __name__ == ""__main__"":
    q = Queue()
    q.enqueue(""first"")
    q.enqueue(""second"")
    q.enqueue(""third"")
    print(q.dequeue())  # first
    print(q.front())    # second
    print(q.size())     # 2",1
self_constructed,Gemini,"class Node:
    """"""Represents a single node in a linked list.""""""

    def __init__(self, data):
        self.data = data   # Data stored in the node
        self.next = None   # Pointer to the next node

class LinkedList:
    """"""
    A singly linked list implementation with basic operations.
    """"""

    def __init__(self):
        self.head = None  # Head node of the list

    def insert_at_end(self, data) -> None:
        """"""Inserts a new node at the end of the list.""""""
        new_node = Node(data)
        if self.head is None:
            self.head = new_node
            return
        current = self.head
        while current.next:
            current = current.next
        current.next = new_node

    def delete_node(self, data) -> bool:
        """"""Deletes the first node containing the given data.""""""
        if self.head is None:
            return False
        if self.head.data == data:
            self.head = self.head.next
            return True
        current = self.head
        while current.next:
            if current.next.data == data:
                current.next = current.next.next
                return True
            current = current.next
        return False

    def display(self) -> list:
        """"""Returns all node data as a list.""""""
        result = []
        current = self.head
        while current:
            result.append(current.data)
            current = current.next
        return result

    def __len__(self) -> int:
        count = 0
        current = self.head
        while current:
            count += 1
            current = current.next
        return count

# Example usage
if __name__ == ""__main__"":
    ll = LinkedList()
    for val in [10, 20, 30, 40]:
        ll.insert_at_end(val)
    print(ll.display())         # [10, 20, 30, 40]
    ll.delete_node(20)
    print(ll.display())         # [10, 30, 40]",1
